temperature_c,humidity,wind_speed_kmh,precipitation,battery_percentage,vehicle_speed_kmh,hvac_usage,terrain_type,battery_age_years,battery_capacity_kwh,epa_range_km,vehicle_weight_kg,range_degradation_pct
11.6,91,14.7,none,94,57.0,True,flat,4.2,75.6,455.6,2254,21.25
4.8,74,45.0,rain,74,128.5,True,flat,6.3,80.3,539.8,2322,41.43
39.1,68,10.7,snow,39,123.6,True,hilly,5.0,71.7,464.1,2304,37.66
-20.4,70,1.4,none,26,84.2,True,hilly,6.5,66.9,381.2,1649,65.0
18.7,47,50.4,none,66,39.2,False,hilly,6.1,62.5,385.9,1888,15.61
-1.7,14,51.9,rain,69,99.5,True,flat,9.8,82.0,411.3,2414,42.75
-0.0,81,46.7,none,54,114.6,True,hilly,6.2,86.5,440.9,1594,33.43
20.2,71,14.7,rain,29,74.5,True,hilly,6.9,65.4,341.8,2476,27.49
18.5,53,48.3,rain,13,53.9,False,flat,8.9,42.6,272.3,1726,13.94
39.4,91,4.5,rain,34,110.3,False,flat,9.1,72.6,453.0,2118,13.42
-21.0,40,48.7,rain,51,84.5,True,flat,1.4,74.4,508.4,1827,59.59
-22.7,36,44.3,snow,81,49.8,True,flat,4.5,68.7,441.1,2483,65.0
20.7,89,52.4,rain,87,125.0,False,hilly,9.4,61.6,359.8,2025,26.73
10.5,82,71.6,rain,47,124.8,True,hilly,9.6,93.8,631.3,1650,38.25
-10.8,56,68.0,none,82,66.7,True,flat,1.9,68.9,350.2,2347,37.97
-24.4,22,78.5,none,99,36.4,False,flat,4.4,87.9,441.5,1902,61.87
-24.0,29,78.1,none,74,93.1,True,hilly,2.8,78.3,430.5,2352,65.0
32.6,69,61.8,rain,76,61.7,True,flat,7.9,87.2,458.4,1944,20.38
-16.6,45,76.5,none,92,36.6,True,flat,8.5,92.7,513.4,2433,53.35
-7.4,85,69.4,none,40,119.2,True,hilly,4.7,54.6,306.4,1555,49.74
-14.1,95,58.2,none,11,129.8,True,mountainous,6.8,89.7,530.3,2483,65.0
-5.2,83,6.0,rain,99,65.0,True,flat,8.7,83.3,518.0,1964,45.25
-25.1,44,3.9,rain,54,104.5,True,mountainous,7.1,73.7,420.3,1869,65.0
6.3,81,67.0,snow,81,36.6,True,flat,1.6,72.7,504.1,1542,31.86
-25.3,42,39.2,none,83,67.0,True,flat,7.1,58.7,357.0,1728,65.0
26.0,25,65.2,none,46,40.9,False,flat,1.6,72.4,489.1,1813,2.49
-13.6,13,25.0,none,59,35.5,True,hilly,6.5,63.1,416.5,2228,48.6
7.8,45,31.8,none,59,88.9,True,hilly,3.3,93.3,475.6,2197,23.62
31.6,91,56.0,none,30,110.2,True,flat,0.6,74.9,445.3,2385,19.97
15.6,32,73.2,none,21,75.3,False,flat,2.3,57.9,383.2,2440,10.59
7.3,29,7.0,none,59,82.4,True,hilly,4.7,48.7,331.5,2227,32.34
-7.3,97,68.9,none,21,57.1,True,hilly,9.9,81.6,511.5,2190,53.67
-6.7,12,63.4,none,41,103.6,True,flat,2.6,79.9,548.3,2399,40.67
16.9,81,25.2,none,27,66.1,False,flat,9.8,61.6,389.7,1631,9.72
39.6,39,28.4,none,74,36.7,True,mountainous,3.6,49.7,269.4,1577,32.57
16.3,13,3.7,none,88,46.6,False,flat,9.6,83.0,507.5,2208,8.48
9.0,93,1.3,none,62,42.8,True,flat,9.6,56.2,366.1,1810,22.64
21.1,23,38.2,none,47,73.6,False,mountainous,1.4,91.7,580.9,1924,18.33
2.6,60,7.6,none,100,36.5,True,flat,8.3,83.6,431.8,2108,32.19
-25.8,35,15.5,snow,12,110.6,True,flat,5.2,93.5,512.1,2451,65.0
9.4,16,67.7,none,37,120.8,True,flat,6.9,99.1,631.7,2373,28.37
37.0,14,45.7,none,35,54.8,True,flat,7.8,60.5,366.2,2234,16.02
-17.7,20,50.7,snow,42,78.6,True,hilly,1.2,70.2,355.6,1931,65.0
18.3,16,15.0,none,31,81.9,False,hilly,8.0,64.2,416.0,2293,16.13
-15.9,78,66.3,none,34,128.5,True,flat,3.0,44.7,230.4,1680,55.03
7.5,54,69.4,none,33,36.6,True,hilly,7.3,64.3,345.3,2308,25.49
-23.2,41,41.9,none,56,96.8,True,flat,5.7,66.6,453.7,1975,65.0
1.5,48,73.0,none,45,64.6,True,hilly,6.8,50.4,283.8,1762,43.7
22.9,94,67.6,none,68,80.2,False,flat,6.2,93.0,471.4,1964,8.57
-5.7,92,58.5,rain,56,51.7,True,flat,8.1,57.5,289.7,2289,44.08
16.5,74,58.7,none,27,46.0,False,hilly,8.9,85.5,587.6,2157,17.94
25.7,90,8.4,snow,83,54.4,False,flat,4.5,44.6,256.1,1637,14.99
34.9,39,21.7,snow,52,37.1,True,flat,3.9,41.8,261.0,2191,20.9
-13.6,44,5.3,snow,24,57.8,True,flat,2.4,99.7,581.2,2333,56.51
-2.0,65,0.7,rain,25,99.0,True,flat,8.1,47.4,257.1,1651,35.43
-19.3,66,12.7,none,82,95.1,True,flat,9.7,86.0,580.6,1562,60.07
39.5,53,70.4,rain,73,85.4,True,flat,2.0,76.3,526.2,1557,25.64
34.9,46,19.2,none,56,30.0,True,mountainous,4.6,67.2,468.6,1522,28.06
7.8,99,77.6,rain,38,42.6,True,hilly,7.7,42.2,214.6,1518,40.96
28.9,84,47.8,none,51,114.3,False,flat,6.4,59.7,304.6,2305,18.49
6.5,49,19.0,none,67,57.2,True,flat,8.2,94.0,631.3,2239,21.05
13.7,75,39.8,snow,89,121.2,True,flat,0.2,94.3,504.8,2442,26.28
-23.8,34,17.5,none,60,117.5,True,flat,9.1,76.0,465.3,1856,65.0
22.9,19,78.7,none,35,45.5,False,flat,0.6,74.5,458.8,2209,7.43
-21.1,42,67.8,none,14,119.8,True,mountainous,4.5,65.5,414.4,1911,65.0
27.8,46,2.1,rain,26,92.8,False,flat,2.8,86.5,439.2,2060,11.38
24.7,11,75.8,none,69,93.0,False,flat,9.3,93.0,522.3,1939,14.0
19.6,83,57.7,none,24,115.3,False,flat,2.8,83.7,504.3,1915,11.61
-27.5,42,6.6,rain,53,70.5,True,hilly,3.7,71.5,382.5,1745,65.0
-8.8,62,53.7,none,73,103.5,False,hilly,8.9,78.1,537.8,2081,44.23
-11.6,17,51.8,none,38,96.8,True,mountainous,5.4,53.2,354.1,1761,63.34
-4.8,26,17.5,rain,70,107.2,True,flat,9.0,99.5,525.1,1640,40.06
-23.9,90,60.7,none,62,96.0,True,flat,6.6,96.2,609.8,2250,65.0
35.6,65,7.0,none,50,38.0,False,flat,0.8,97.4,566.9,2146,1.23
8.8,96,39.2,none,91,59.3,True,flat,4.3,50.0,281.2,1793,15.57
-8.6,100,0.8,none,72,124.0,True,hilly,1.8,79.2,441.9,2130,53.07
-2.2,43,77.5,none,42,52.3,True,flat,0.7,79.4,502.1,1526,37.7
1.3,37,60.1,none,82,77.2,True,hilly,3.7,61.3,417.3,2488,32.12
12.0,87,12.7,none,76,65.7,True,flat,9.1,91.9,613.3,1674,26.03
6.1,100,27.3,none,81,38.6,True,hilly,1.2,86.9,495.4,2442,25.74
34.4,67,12.8,none,68,48.1,True,hilly,0.1,83.2,533.6,1568,18.05
4.8,82,61.3,rain,44,58.7,True,hilly,9.4,41.7,252.7,2208,35.85
39.5,80,4.7,rain,41,76.3,True,flat,5.3,99.4,584.7,1722,23.45
29.6,42,67.2,none,69,117.5,False,flat,5.6,83.1,464.8,2465,14.23
-15.4,62,75.4,none,22,81.6,False,hilly,9.3,98.2,506.8,1815,54.4
35.1,85,54.1,snow,84,95.2,True,flat,7.0,45.2,243.4,1540,39.79
-21.9,72,17.0,none,43,72.6,True,flat,8.3,81.7,500.8,1534,65.0
27.2,12,28.8,snow,67,117.0,False,hilly,7.7,84.7,546.9,2356,23.67
-3.4,40,38.2,none,55,96.3,True,flat,6.1,43.9,222.6,1570,40.29
31.5,23,48.4,rain,57,39.1,True,flat,6.9,43.9,252.6,2328,25.38
30.8,31,53.5,none,76,77.8,True,mountainous,5.6,85.7,457.1,1650,40.54
26.4,91,44.3,none,66,112.7,False,flat,3.6,87.9,545.1,1776,7.19
25.3,13,28.1,snow,33,103.4,False,flat,2.9,94.6,636.7,2481,18.6
-8.7,30,71.3,snow,17,120.5,True,flat,1.8,86.3,592.1,2225,59.26
-24.3,38,6.5,none,86,52.8,True,hilly,3.5,54.4,368.5,1646,65.0
-1.8,66,37.3,snow,90,127.7,True,flat,5.8,98.1,661.8,1770,46.67
-17.9,58,62.0,none,25,58.5,True,flat,5.9,56.0,347.5,1976,60.56
18.6,30,4.9,none,38,35.0,False,flat,6.8,83.6,458.8,2385,2.19
-5.8,25,56.4,none,35,79.6,True,flat,8.8,71.8,466.0,2211,44.3
38.3,31,65.6,none,94,41.0,False,flat,6.5,47.3,305.3,2195,9.35
14.9,55,52.9,rain,28,98.1,True,flat,1.7,95.6,510.0,1860,18.3
27.6,34,1.0,none,25,120.1,False,flat,0.3,75.3,405.7,2154,8.08
-20.7,95,14.4,none,26,122.1,True,hilly,2.0,45.5,237.5,1673,63.51
30.3,52,27.4,none,76,90.7,True,flat,9.1,63.0,377.8,2069,26.66
34.6,15,18.7,none,90,83.5,True,flat,5.7,85.9,484.7,2060,16.93
4.1,76,77.0,none,45,129.4,False,flat,8.5,77.1,524.3,2188,32.64
12.4,40,52.1,none,22,87.9,True,flat,2.3,53.4,271.0,1743,18.55
23.5,69,23.8,rain,63,122.7,False,mountainous,7.1,74.2,418.9,1617,33.64
-17.8,35,74.4,none,29,121.7,True,mountainous,7.3,58.5,395.2,2467,65.0
5.2,61,59.2,none,16,59.0,True,hilly,8.1,71.6,501.3,1653,36.22
-2.1,79,22.8,none,90,31.4,True,flat,5.4,59.1,380.8,1837,34.26
-19.8,94,30.3,none,88,73.9,True,hilly,7.9,69.8,474.6,2371,64.41
-4.3,34,16.0,none,98,116.1,True,hilly,9.4,90.5,455.6,2094,48.45
-25.2,40,77.7,none,53,113.6,True,flat,9.6,52.7,345.0,1715,65.0
-28.2,52,41.4,none,36,90.4,True,flat,1.3,40.1,237.6,1980,65.0
-20.5,93,71.7,rain,79,45.7,True,mountainous,6.2,49.3,314.6,2341,65.0
37.4,91,27.7,none,26,40.8,True,flat,1.1,90.5,530.4,2489,9.52
8.5,18,68.9,rain,32,125.5,True,hilly,9.2,64.9,398.4,2143,36.54
37.6,22,4.3,none,33,72.1,True,hilly,9.6,84.4,465.8,1754,29.39
0.3,55,78.6,none,96,94.8,True,flat,5.0,41.8,257.3,2313,31.08
-8.2,20,73.0,none,76,120.6,True,flat,9.6,48.8,272.3,2309,49.65
5.4,41,29.1,none,22,117.0,True,flat,7.7,74.1,412.2,2389,30.91
0.8,23,62.0,none,18,86.7,False,flat,7.0,83.2,470.5,1636,27.65
-22.6,67,60.2,snow,86,78.8,True,flat,5.8,87.3,471.4,1865,65.0
14.9,95,72.1,none,82,103.5,True,hilly,4.1,78.6,427.9,1734,30.64
-14.9,100,24.6,none,70,65.0,True,hilly,9.6,85.4,586.1,1716,58.85
13.4,44,37.2,none,28,92.5,True,mountainous,2.0,49.9,295.1,1865,42.73
15.5,64,69.2,none,53,32.3,False,flat,8.0,79.5,495.1,1548,11.45
-19.4,87,62.3,none,64,112.4,False,flat,3.7,65.5,402.5,2348,50.04
-25.7,21,31.5,rain,94,129.8,True,flat,7.5,94.9,524.8,2352,65.0
24.7,72,67.7,none,25,125.5,False,flat,1.6,76.9,384.6,2443,11.87
2.2,47,3.8,rain,56,66.0,True,flat,3.7,72.5,377.6,1570,35.94
-25.9,29,62.6,none,24,83.1,False,flat,9.5,74.7,497.6,2071,65.0
39.6,46,16.5,none,50,53.6,True,hilly,5.6,89.9,469.1,1506,19.56
-26.0,17,22.9,none,28,60.3,False,flat,4.9,40.7,220.2,2090,65.0
18.7,73,39.5,none,85,75.7,False,hilly,7.5,91.6,625.3,1597,16.33
38.9,33,36.0,none,33,104.7,True,mountainous,4.2,41.8,276.2,1886,41.13
-13.3,38,41.6,none,48,31.8,True,flat,4.9,75.0,382.8,1824,40.49
-20.0,21,43.6,none,47,69.4,True,hilly,5.6,70.2,441.1,1831,65.0
-21.5,88,26.5,rain,88,85.6,True,flat,9.9,62.2,375.3,1692,65.0
-8.8,54,14.0,none,78,51.5,True,hilly,8.1,47.7,273.4,1605,44.86
-22.9,61,61.5,rain,15,37.8,True,hilly,0.4,47.4,284.4,1516,65.0
18.5,61,32.0,none,16,84.0,False,flat,7.8,84.5,448.2,2251,11.1
-25.6,47,40.5,rain,60,93.8,True,hilly,5.0,46.8,323.4,2416,65.0
5.7,27,51.6,none,48,94.1,True,flat,2.3,81.2,434.0,2395,21.91
39.8,77,72.8,none,35,65.7,True,mountainous,8.5,99.4,534.1,2133,40.35
27.0,21,56.6,snow,81,53.7,True,flat,2.7,80.9,464.3,1621,24.39
13.1,19,3.6,none,22,52.0,False,flat,3.2,44.5,241.5,2068,5.35
-8.6,74,67.1,none,98,34.1,True,flat,0.6,72.5,408.0,1598,34.44
13.7,29,79.1,none,12,48.5,False,hilly,9.8,90.1,457.5,2013,18.68
6.9,38,37.8,none,21,111.9,True,flat,8.0,97.3,605.9,2358,30.44
-0.2,53,77.6,snow,38,30.3,True,mountainous,1.5,83.7,458.6,1699,52.65
-20.9,50,43.8,rain,56,34.4,True,hilly,4.9,58.6,406.7,2433,63.59
32.1,74,36.8,rain,29,42.7,True,flat,3.4,55.1,287.9,1886,18.06
1.5,66,26.5,snow,76,72.0,False,hilly,0.3,87.0,448.6,1718,29.35
-16.4,68,52.6,none,42,63.4,True,flat,9.3,85.6,457.9,2002,56.87
-4.3,74,18.4,none,13,47.8,True,flat,8.4,69.2,421.0,2369,36.71
-1.0,36,8.4,rain,89,41.1,False,flat,9.9,45.2,293.6,1771,26.75
27.9,39,2.2,none,95,123.9,False,flat,2.4,80.3,491.4,1672,11.85
21.4,49,23.4,none,66,121.1,False,flat,7.0,75.4,506.9,2140,16.7
23.9,38,31.7,none,83,107.2,False,flat,1.2,40.7,251.9,2192,5.77
-29.2,99,44.2,snow,21,55.2,True,flat,4.3,78.5,414.5,1572,65.0
-0.9,83,23.4,none,34,62.4,True,flat,8.5,47.9,257.5,1753,39.54
3.7,25,78.7,rain,39,96.6,True,flat,0.1,89.5,511.8,1619,33.45
-28.7,11,23.3,none,96,59.2,True,hilly,4.8,80.4,550.0,2211,65.0
-11.8,14,35.3,none,56,83.1,True,flat,4.3,43.1,255.2,2029,47.67
23.2,32,8.3,rain,11,95.1,False,mountainous,6.9,71.9,485.3,2395,23.94
-20.4,20,20.9,snow,44,81.9,True,flat,2.4,88.3,454.8,2177,65.0
7.5,58,3.9,none,11,71.3,True,mountainous,1.7,89.8,572.3,1773,31.53
-14.9,87,44.8,none,31,64.8,True,flat,6.5,45.1,267.8,1838,52.19
-29.2,76,60.1,none,51,107.8,True,hilly,6.4,44.7,239.2,1919,65.0
-13.1,29,15.7,rain,39,103.9,True,flat,7.5,86.5,446.6,1598,52.43
38.3,46,29.4,none,13,99.6,True,flat,2.5,54.0,303.8,2421,17.32
26.1,56,1.3,none,20,67.5,False,mountainous,0.2,75.6,502.4,2199,17.0
37.2,83,67.2,rain,60,107.6,True,flat,8.8,76.5,480.7,2225,32.33
4.1,86,62.4,none,73,125.8,True,flat,2.1,77.8,460.8,2160,26.63
-22.3,92,5.1,none,46,98.9,True,mountainous,4.2,60.3,403.3,1943,65.0
8.4,56,29.2,rain,76,70.8,True,flat,4.7,42.4,227.3,1879,25.97
1.8,72,76.4,snow,25,109.6,True,flat,1.9,72.2,401.6,2050,38.78
29.1,20,31.4,snow,21,90.9,False,flat,5.2,70.9,433.1,2238,18.24
-23.1,61,42.1,none,86,117.8,True,flat,9.1,66.0,407.8,1856,65.0
4.2,32,28.4,snow,41,101.3,True,hilly,2.7,56.8,320.3,1993,37.43
-19.5,49,47.7,rain,49,107.0,True,mountainous,5.2,90.6,544.3,2152,65.0
-7.3,67,78.3,none,95,96.7,True,flat,3.1,62.2,326.0,1777,37.31
21.6,33,79.8,none,48,39.2,False,hilly,9.8,47.6,239.1,2333,19.07
3.3,15,62.0,none,10,78.5,True,flat,2.2,85.5,582.2,1713,31.95
-3.7,11,32.3,rain,94,35.6,True,hilly,1.1,78.2,459.9,2363,39.09
-2.4,12,39.6,rain,11,74.8,True,flat,1.4,58.5,319.8,1505,31.69
2.2,11,28.5,rain,70,101.6,True,flat,3.7,49.1,277.7,2144,31.11
25.0,20,78.8,none,39,72.1,False,flat,5.5,66.4,400.6,1974,7.23
32.4,32,56.6,none,52,30.2,True,flat,6.7,44.0,303.0,1747,20.61
36.9,30,35.9,none,59,66.9,True,flat,5.6,53.4,343.8,2449,17.64
25.1,99,1.0,snow,47,36.8,True,mountainous,9.1,97.8,674.7,1713,36.88
-7.9,38,41.6,none,80,108.1,False,flat,3.6,49.0,256.1,1992,30.6
18.2,21,78.7,none,94,108.4,False,flat,7.1,56.5,302.6,2059,12.64
0.6,59,41.8,none,18,110.6,True,mountainous,2.7,48.3,276.8,2455,45.38
-12.2,87,14.6,none,82,33.0,True,flat,6.8,94.7,519.9,2138,43.82
28.9,71,1.8,none,22,33.2,True,hilly,9.3,95.5,660.2,1572,19.61
-27.3,37,28.4,rain,17,120.3,True,flat,9.8,43.6,232.8,1916,65.0
33.1,61,73.5,none,96,42.4,True,hilly,7.3,93.9,501.4,2365,27.62
2.3,74,79.7,none,54,97.0,True,flat,9.4,48.5,290.0,2261,38.56
14.6,76,75.6,none,24,109.5,True,hilly,6.8,63.8,408.2,1551,25.96
16.2,70,58.4,none,61,74.8,False,hilly,9.6,75.2,432.9,2083,18.85
32.7,88,44.7,snow,34,84.6,True,flat,9.0,67.7,344.6,1615,28.93
14.6,88,47.3,none,52,52.7,True,hilly,1.1,48.2,314.5,1598,22.6
13.0,62,43.1,none,66,122.4,True,flat,4.7,87.5,602.9,2462,29.93
-25.3,49,56.6,snow,88,60.2,True,flat,3.5,81.2,537.9,2200,65.0
6.3,68,33.5,none,10,51.8,True,flat,0.3,96.5,644.5,1609,16.39
-19.5,84,53.5,rain,29,82.5,True,flat,4.7,61.2,409.6,1838,65.0
21.6,11,9.7,none,19,49.1,False,mountainous,1.5,65.8,429.1,2179,16.17
5.9,99,21.3,none,19,98.7,True,mountainous,0.4,61.0,403.2,2406,40.17
17.6,26,66.9,none,95,81.5,False,flat,4.5,43.8,225.6,1567,9.22
-27.1,52,72.3,none,94,44.8,True,flat,2.3,43.3,221.2,1583,65.0
-24.1,88,43.1,rain,77,36.7,True,flat,9.4,85.7,441.3,1612,65.0
20.1,30,2.5,rain,68,43.7,False,flat,8.1,57.1,353.0,2045,8.57
-25.0,53,74.2,none,86,43.7,True,flat,9.6,69.2,379.5,1964,65.0
-25.0,22,56.2,none,15,61.3,True,flat,8.8,98.7,499.3,1664,65.0
-29.2,46,33.1,rain,21,113.3,True,flat,7.3,41.1,211.6,2036,65.0
37.0,26,47.9,none,39,35.7,True,hilly,6.0,71.1,365.0,1842,20.83
21.6,43,34.4,none,85,42.8,False,hilly,0.7,71.1,444.7,1668,4.04
-5.3,44,37.2,none,53,60.3,True,flat,2.7,99.9,528.1,1533,30.2
-9.2,99,70.9,none,55,85.3,True,hilly,7.1,90.1,602.6,1599,53.3
-5.5,100,12.9,none,31,106.3,True,flat,4.0,44.0,307.4,1887,33.77
24.2,20,8.3,none,68,122.1,True,flat,3.3,49.4,290.7,2014,24.47
16.3,75,0.2,none,90,71.2,False,flat,1.0,42.0,255.4,1724,3.57
-17.0,15,25.1,rain,40,40.6,False,hilly,0.7,51.8,286.0,2280,45.7
-17.8,13,11.8,none,66,51.4,True,flat,2.1,52.7,332.8,2070,54.47
-23.1,19,17.6,none,40,58.7,True,flat,8.3,45.4,310.0,2269,65.0
16.2,97,0.9,none,81,108.6,False,flat,6.6,71.6,384.1,1898,11.04
23.5,95,18.2,rain,53,98.7,False,flat,3.4,98.5,680.3,2391,11.83
-11.4,27,26.6,none,41,50.9,True,mountainous,0.6,88.2,480.2,2300,48.33
-28.5,25,2.5,none,48,113.9,True,flat,1.9,52.2,288.8,2053,65.0
-24.2,32,48.6,rain,18,115.9,True,hilly,4.5,87.0,593.5,2183,65.0
37.8,56,45.5,none,88,118.2,True,mountainous,1.5,98.9,612.1,1648,33.39
-9.3,61,7.8,none,96,57.5,True,flat,7.6,90.1,456.3,2272,41.32
23.8,30,47.6,snow,53,43.4,True,mountainous,7.9,68.1,450.0,2107,48.57
13.7,78,79.9,none,30,40.4,True,flat,1.4,56.2,352.9,1699,17.46
-3.3,38,75.6,none,70,70.0,True,hilly,7.3,84.9,550.5,1773,48.04
-15.6,93,0.2,none,51,72.9,True,flat,5.1,87.2,464.1,2416,50.45
-21.5,69,63.6,rain,33,116.8,True,flat,9.6,57.8,390.0,1695,65.0
13.1,49,28.3,none,13,56.8,True,flat,7.9,53.5,350.9,1936,20.71
24.2,81,5.1,rain,90,92.7,False,hilly,5.9,80.3,555.4,2341,17.58
15.1,84,23.7,rain,82,108.8,False,flat,6.0,93.3,542.8,1815,19.39
7.1,36,25.7,none,85,56.9,True,hilly,1.8,41.2,249.0,1663,21.63
-27.1,41,41.9,rain,50,56.7,True,flat,8.9,99.2,635.4,1994,65.0
37.8,94,52.9,none,78,96.9,False,flat,5.6,51.5,268.3,1691,12.05
25.9,25,59.9,none,62,102.6,False,flat,5.7,61.0,330.5,2484,15.28
-9.5,14,19.7,none,44,126.0,True,hilly,5.8,43.2,240.8,2152,51.56
38.6,51,25.7,none,86,115.0,True,mountainous,2.8,43.3,298.6,2006,30.35
12.1,82,24.7,none,100,112.2,True,mountainous,8.1,56.4,282.0,1939,37.69
10.8,79,29.0,none,91,99.2,True,flat,8.6,73.9,516.4,2117,29.28
22.4,93,80.0,none,80,41.8,False,flat,2.9,94.1,544.7,1857,7.68
26.8,58,62.2,none,77,110.9,False,hilly,4.4,44.2,278.3,1717,14.42
16.0,19,78.0,rain,69,123.5,False,hilly,1.8,72.8,423.5,1759,18.71
-21.0,63,55.4,none,87,69.1,True,flat,2.4,65.0,426.7,1609,65.0
-6.3,80,32.5,rain,54,61.4,False,hilly,3.4,99.4,685.7,2396,34.09
35.0,18,31.2,rain,26,82.2,True,flat,9.0,51.2,302.0,2449,24.28
-14.3,26,39.1,none,79,125.6,True,hilly,6.3,62.2,333.3,1743,64.81
-3.9,11,33.3,none,93,35.1,True,flat,5.9,42.0,228.7,2478,33.09
0.2,63,66.3,none,41,100.9,True,flat,9.5,94.9,524.7,2051,46.64
0.8,90,37.2,rain,80,111.5,True,flat,7.9,77.3,421.0,1741,34.03
12.9,70,23.6,none,35,108.9,False,mountainous,0.2,75.3,378.3,2006,22.51
36.0,98,62.0,none,95,86.7,True,flat,1.2,42.9,288.6,1577,20.47
-13.2,16,68.4,none,72,122.1,True,mountainous,2.5,45.9,292.3,1641,65.0
-21.5,91,33.6,none,61,43.5,True,flat,3.0,87.4,527.3,1723,65.0
-16.2,83,53.4,none,80,54.5,True,hilly,8.3,73.0,386.3,2413,58.53
32.1,38,4.7,none,83,60.7,False,hilly,7.7,51.9,263.9,2449,16.57
15.2,98,42.4,none,90,30.9,False,hilly,1.5,73.0,421.1,1909,10.21
-10.0,36,3.6,snow,91,67.1,True,hilly,5.3,98.1,491.5,1742,49.19
27.1,90,2.3,snow,15,46.1,False,hilly,1.1,46.2,236.4,1824,15.85
30.3,89,49.0,none,21,102.5,True,hilly,1.7,98.2,505.5,1832,19.55
29.3,78,24.3,rain,84,71.5,False,mountainous,2.4,86.5,573.7,2053,21.34
34.3,61,59.4,snow,95,100.4,True,flat,9.1,48.7,313.9,1669,33.43
-12.3,21,71.7,none,38,59.4,True,flat,3.7,88.9,499.4,2077,42.53
22.9,58,11.2,none,11,43.2,False,hilly,9.2,84.6,474.6,1870,16.44
2.2,42,58.0,snow,39,43.2,True,flat,7.5,74.4,423.4,2125,36.5
28.9,81,41.2,none,44,50.3,True,hilly,7.5,86.5,530.1,2066,19.44
21.0,78,9.0,snow,78,41.5,False,flat,8.0,48.5,325.8,1960,19.4
24.4,92,52.1,none,14,52.1,False,flat,1.0,83.3,496.0,1619,1.4
15.9,11,48.8,none,29,87.9,False,hilly,8.1,78.5,415.6,1657,16.78
-17.6,83,41.3,none,90,55.6,False,flat,2.5,57.1,303.5,1846,41.6
8.2,94,74.1,none,24,64.3,True,flat,9.8,81.4,416.4,2240,32.34
38.9,81,41.7,none,78,35.3,True,flat,8.5,80.7,523.2,1835,16.03
35.6,22,79.2,none,43,119.2,True,flat,10.0,54.3,315.1,1780,33.94
-27.0,17,40.7,none,70,43.8,True,mountainous,9.4,48.9,334.0,2294,65.0
-18.5,12,9.3,none,17,64.9,True,hilly,3.6,61.7,347.0,2372,55.44
-20.8,67,37.6,none,36,67.9,True,hilly,9.4,63.9,421.9,2224,65.0
20.8,67,14.6,rain,48,107.2,False,hilly,3.3,89.4,535.8,1948,19.21
27.2,99,47.8,none,87,78.4,False,mountainous,6.6,66.2,443.1,1712,26.85
-15.1,46,55.5,rain,61,68.3,True,flat,8.2,84.2,515.5,2495,52.92
5.4,40,37.5,rain,14,99.6,True,flat,3.8,67.8,364.9,1838,31.75
28.8,66,7.8,none,82,89.7,False,flat,2.0,44.0,290.7,1933,4.36
21.3,84,37.5,none,15,37.8,False,flat,8.9,79.2,396.7,2022,10.91
8.0,94,6.5,snow,94,61.3,True,flat,1.0,93.7,563.1,2065,26.09
11.3,82,54.6,rain,29,127.9,True,flat,3.6,71.1,383.3,1520,33.16
5.6,48,63.2,none,54,78.3,True,flat,5.4,82.1,466.1,2397,33.93
-9.2,67,77.0,rain,17,72.4,True,flat,8.0,86.7,504.6,2380,45.15
9.6,87,11.9,none,61,45.0,True,flat,8.7,68.0,416.4,1625,22.07
18.2,54,42.6,none,55,113.9,False,mountainous,5.1,55.0,313.9,2349,26.67
31.1,30,45.4,none,47,43.3,True,flat,5.7,91.6,576.2,1657,11.12
14.5,25,73.8,none,13,40.5,True,flat,8.5,89.7,482.2,1743,18.56
23.3,10,50.2,snow,89,73.9,True,flat,4.7,91.6,602.5,2019,27.1
-18.8,75,11.6,rain,82,73.7,False,flat,5.6,89.5,555.5,2477,51.99
2.3,20,34.9,none,67,128.1,False,hilly,0.2,48.0,273.7,1982,25.65
-29.3,32,52.4,none,62,42.8,True,flat,9.5,64.9,393.4,1885,65.0
-12.7,37,56.0,none,73,78.4,True,flat,5.7,51.5,299.1,2018,50.29
20.9,60,69.0,none,23,50.1,True,hilly,7.3,49.3,332.8,1733,23.05
39.4,46,14.4,none,94,100.2,True,flat,2.5,86.9,529.4,2432,20.35
-23.1,71,76.1,none,36,69.2,True,flat,6.6,68.9,453.0,2435,65.0
-1.9,15,4.7,none,69,94.8,True,flat,4.6,45.4,299.5,2176,30.32
26.0,21,78.7,none,65,63.8,True,flat,1.1,64.4,416.3,1655,16.52
-15.7,55,68.6,snow,67,86.5,True,flat,8.3,99.6,647.5,1986,65.0
8.9,40,52.8,snow,89,76.9,True,flat,8.4,52.7,287.4,1882,39.23
21.3,37,58.8,none,37,67.4,False,flat,0.6,63.8,430.3,2496,1.36
13.1,16,5.8,none,77,83.8,True,flat,3.9,75.7,485.5,1552,18.33
-16.8,91,3.3,none,64,68.4,True,flat,2.8,52.0,265.5,1758,54.77
-5.1,72,8.1,none,17,110.6,True,flat,5.2,98.1,617.4,1992,30.77
24.9,21,7.0,snow,47,79.5,False,flat,4.9,78.1,465.8,2325,20.27
8.8,16,43.8,none,85,120.3,True,flat,6.6,53.8,284.1,2229,34.1
-29.6,98,17.2,none,38,52.3,True,hilly,2.5,66.8,397.2,2456,65.0
23.3,71,68.8,none,53,41.2,False,flat,2.2,61.7,422.0,1711,3.58
